,,,,,,,,,,,,,,,,,,,,,,
Rewardlist,,,,,,,,,,,,,,,,,,,,,,
-1.60368287094235,,-1.60368287094235,,,,,,,,,,,,,,,,,,,,
-1.68599129788876,,-1.64483708441556,,,,,,,,,,,,,,,,,,,,
-1.82537824294865,,-1.70501747059325,,,,,,,,,,,,,,,,,,,,
-1.8264600443691,,-1.73537811403722,,,,,,,,,,,,,,,,,,,,
-1.73939614979029,,-1.73618172118783,,,,,,,,,,,,,,,,,,,,
-1.84819228505194,,-1.75485014849852,,,,,,,,,,,,,,,,,,,,
-1.82232408991456,,-1.76448928298652,,,,,,,,,,,,,,,,,,,,
-1.7200832957983,,-1.75893853458799,,,,,,,,,,,,,,,,,,,,
-1.83061125198901,,-1.76690216985477,,,,,,,,,,,,,,,,,,,,0.89851169383416
-1.73898196768463,,-1.76411014963776,,,,,,,,,,,,,,,,,,,,
-1.71590392848849,,-1.75972776589692,,,,,,,,,,,,,,,,,,,,
-1.74913588253558,,-1.75884510895014,,,,,,,,,,,,,,,,,,,,
-1.8018250089854,,-1.7621512551067,,,,,,,,,,,,,,,,,,,,
-1.85505386282504,,-1.76878715565801,,,,,,,,,,,,,,,,,,,,
-1.90107266272902,,-1.77760618946274,,,,,,,,,,,,,,,,,,,,
-1.61644273042977,,-1.76753347327318,,,,,,,,,,,,,,,,,,,,
-1.72593112473488,,-1.76508627630034,,,,,,,,,,,,,,,,,,,,
-1.77745631733537,,-1.76577350080229,,,,,,,,,,,,,,,,,,,,
-1.69180275389254,,-1.76188030359651,,,,,,,,,,,,,,,,,,,,
-1.61878702461422,,-1.75472563964739,,,,,,,,,,,,,,,,,,,,
-1.84405750391781,,-1.75897953794599,,,,,,,,,,,,,,,,,,,,
-1.90460435717106,,-1.76559884791076,,,,,,,,,,,,,,,,,,,,
-1.85756007522643,,-1.76959716214188,,,,,,,,,,,,,,,,,,,,
-1.85568862916827,,-1.77318430660131,,,,,,,,,,,,,,,,,,,,
-1.64333523428738,,-1.76799034370875,,,,,,,,,,,,,,,,,,,,
-1.80383138689101,,-1.76936884536961,,,,,,,,,,,,,,,,,,,,
-1.76460024557412,,-1.76919223056237,,,,,,,,,,,,,,,,,,,,
-1.91890713300109,,-1.77453919136375,,,,,,,,,,,,,,,,,,,,
-1.81331416246593,,-1.77587625933279,,,,,,,,,,,,,,,,,,,,
-1.91495890981257,,-1.78051234768212,,,,,,,,,,,,,,,,,,,,
-2,,-1.78759259453108,,,,,,,,,,,,,,,,,,,,
-1.750419495067,,-1.78643093517283,,,,,,,,,,,,,,,,,,,,
-1.79438263760805,,-1.78667189585268,,,,,,,,,,,,,,,,,,,,
-1.86743943310082,,-1.7890474116541,,,,,,,,,,,,,,,,,,,,
-1.82472939676046,,-1.79006689694285,,,,,,,,,,,,,,,,,,,,
-1.80999718565941,,-1.79062051607387,,,,,,,,,,,,,,,,,,,,
2,,-1.68817131293674,,,,,,,,,,,,,,,,,,,,
-1.82439030716121,,-1.69175602331107,,,,,,,,,,,,,,,,,,,,
-1.58311691074967,,-1.68897040504026,,,,,,,,,,,,,,,,,,,,
-1.59770011015832,,-1.68668864766821,,,,,,,,,,,,,,,,,,,,
-1.69680227217078,,-1.68693532143657,,,,,,,,,,,,,,,,,,,,
2,,-1.59915114711665,,,,,,,,,,,,,,,,,,,,
2,,-1.51544995764882,,,,,,,,,,,,,,,,,,,,
2,,-1.43555336770226,,,,,,,,,,,,,,,,,,,,
2,,-1.35920773730887,,,,,,,,,,,,,,,,,,,,
-1.50173188696802,,-1.36230608838842,,,,,,,,,,,,,,,,,,,,
2,,-1.2907676609759,,,,,,,,,,,,,,,,,,,,
2,,-1.22221000137224,,,,,,,,,,,,,,,,,,,,
2,,-1.15645061358913,,,,,,,,,,,,,,,,,,,,
2,,-1.08290606520255,,,,,,,,,,,,,,,,,,,,
-1.56188098460138,,-1.08037320166607,,,,,,,,,,,,,,,,,,,,
-1.56538803931475,,-1.07506727914293,,,,,,,,,,,,,,,,,,,,
-1.60718405905366,,-1.07059225903445,,,,,,,,,,,,,,,,,,,,
2,,-0.994278051895876,,,,,,,,,,,,,,,,,,,,
2,,-0.915743515466245,,,,,,,,,,,,,,,,,,,,
2,,-0.837736901386356,,,,,,,,,,,,,,,,,,,,
2,,-0.761816834125166,,,,,,,,,,,,,,,,,,,,
2,,-0.683641094288655,,,,,,,,,,,,,,,,,,,,
2,,-0.607335339846112,,,,,,,,,,,,,,,,,,,,
2,,-0.531500565795327,,,,,,,,,,,,,,,,,,,,
2,,-0.454987588600723,,,,,,,,,,,,,,,,,,,,
2,,-0.377399323111225,,,,,,,,,,,,,,,,,,,,
-1.5302001601398,,-0.370769655709486,,,,,,,,,,,,,,,,,,,,
-1.47346073162556,,-0.362042881605333,,,,,,,,,,,,,,,,,,,,
2,,-0.288237927923093,,,,,,,,,,,,,,,,,,,,
-1.48725545971692,,-0.283366995983951,,,,,,,,,,,,,,,,,,,,
2,,-0.206276050732209,,,,,,,,,,,,,,,,,,,,
2,,-0.130933137387463,,,,,,,,,,,,,,,,,,,,
2,,-0.057080340966765,,,,,,,,,,,,,,,,,,,,
2,,0.021369812174415,,,,,,,,,,,,,,,,,,,,
2,,0.101055615381988,,,,,,,,,,,,,,,,,,,,
2,,0.179781331202935,,,,,,,,,,,,,,,,,,,,
-1.66866487535536,,0.183598142505239,,,,,,,,,,,,,,,,,,,,
-1.59916089407206,,0.184499659652491,,,,,,,,,,,,,,,,,,,,
2,,0.262128871629858,,,,,,,,,,,,,,,,,,,,
-1.63175690845549,,0.264839960142483,,,,,,,,,,,,,,,,,,,,
-1.66428956353664,,0.270036237070329,,,,,,,,,,,,,,,,,,,,
-1.47415299066901,,0.276957893637613,,,,,,,,,,,,,,,,,,,,
-1.6197139477402,,0.282983301026845,,,,,,,,,,,,,,,,,,,,
2,,0.36461595408807,,,,,,,,,,,,,,,,,,,,
-1.55646141761541,,0.368574282199327,,,,,,,,,,,,,,,,,,,,
2,,0.446010662558675,,,,,,,,,,,,,,,,,,,,
2,,0.524937997928079,,,,,,,,,,,,,,,,,,,,
2,,0.602993699902783,,,,,,,,,,,,,,,,,,,,
2,,0.680748744508077,,,,,,,,,,,,,,,,,,,,
-1.54141592996418,,0.608474950019011,,,,,,,,,,,,,,,,,,,,
-1.49783411655724,,0.615139362072154,,,,,,,,,,,,,,,,,,,,
-2,,0.606631543924188,,,,,,,,,,,,,,,,,,,,
2,,0.680053995151909,,,,,,,,,,,,,,,,,,,,
2,,0.755498939481925,,,,,,,,,,,,,,,,,,,,
-1.54293537989855,,0.683194135810526,,,,,,,,,,,,,,,,,,,,
2,,0.683194135810526,,,,,,,,,,,,,,,,,,,,
2,,0.683194135810526,,,,,,,,,,,,,,,,,,,,
-1.49479639000893,,0.611871760504221,,,,,,,,,,,,,,,,,,,,
2,,0.683335676564793,,,,,,,,,,,,,,,,,,,,
2,,0.683335676564793,,,,,,,,,,,,,,,,,,,,
2,,0.683335676564793,,,,,,,,,,,,,,,,,,,,
2,,0.683335676564793,,,,,,,,,,,,,,,,,,,,
-1.50445751028657,,0.611816135538537,,,,,,,,,,,,,,,,,,,,
2,,0.684507584203871,,,,,,,,,,,,,,,,,,,,
2,,0.757270605414376,,,,,,,,,,,,,,,,,,,,
2,,0.830886606619553,,,,,,,,,,,,,,,,,,,,
2,,0.830886606619553,,,,,,,,,,,,,,,,,,,,
-1.56517449499965,,0.758127943456295,,,,,,,,,,,,,,,,,,,,
2,,0.758127943456295,,,,,,,,,,,,,,,,,,,,
-1.657562917611,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.68348380228056,,,,,,,,,,,,,,,,,,,,
2,,0.755528703507903,,,,,,,,,,,,,,,,,,,,
2,,0.826415657214547,,,,,,,,,,,,,,,,,,,,
2,,0.826415657214547,,,,,,,,,,,,,,,,,,,,
-1.83160622769892,,0.819388090521036,,,,,,,,,,,,,,,,,,,,
-1.50190436506867,,0.747920654499227,,,,,,,,,,,,,,,,,,,,
-1.49597909698486,,0.676574142315862,,,,,,,,,,,,,,,,,,,,
2,,0.676574142315862,,,,,,,,,,,,,,,,,,,,
2,,0.676574142315862,,,,,,,,,,,,,,,,,,,,
2,,0.676574142315862,,,,,,,,,,,,,,,,,,,,
2,,0.676574142315862,,,,,,,,,,,,,,,,,,,,
2,,0.751444854057808,,,,,,,,,,,,,,,,,,,,
2,,0.824897117202136,,,,,,,,,,,,,,,,,,,,
2,,0.824897117202136,,,,,,,,,,,,,,,,,,,,
2,,0.899014605129799,,,,,,,,,,,,,,,,,,,,
2,,0.973796024793812,,,,,,,,,,,,,,,,,,,,
2,,1.04469710623604,,,,,,,,,,,,,,,,,,,,
-1.49315374143124,,1.04727996758928,,,,,,,,,,,,,,,,,,,,
-2,,0.965647314528057,,,,,,,,,,,,,,,,,,,,
2,,1.03822815978551,,,,,,,,,,,,,,,,,,,,
2,,1.03822815978551,,,,,,,,,,,,,,,,,,,,
2,,1.03822815978551,,,,,,,,,,,,,,,,,,,,
-1.57318240681589,,0.965306069850496,,,,,,,,,,,,,,,,,,,,
2,,0.965306069850496,,,,,,,,,,,,,,,,,,,,
-1.47052391063273,,0.966752845755219,,,,,,,,,,,,,,,,,,,,
2,,1.03813721548088,,,,,,,,,,,,,,,,,,,,
2,,1.1197698685421,,,,,,,,,,,,,,,,,,,,
2,,1.1197698685421,,,,,,,,,,,,,,,,,,,,
2,,1.1197698685421,,,,,,,,,,,,,,,,,,,,
2,,1.1920746722135,,,,,,,,,,,,,,,,,,,,
2,,1.1920746722135,,,,,,,,,,,,,,,,,,,,
2,,1.1920746722135,,,,,,,,,,,,,,,,,,,,
2,,1.26339704751981,,,,,,,,,,,,,,,,,,,,
2,,1.26339704751981,,,,,,,,,,,,,,,,,,,,
2,,1.26339704751981,,,,,,,,,,,,,,,,,,,,
2,,1.26339704751981,,,,,,,,,,,,,,,,,,,,
2,,1.26339704751981,,,,,,,,,,,,,,,,,,,,
-1.51347330433726,,1.26321305172285,,,,,,,,,,,,,,,,,,,,
2,,1.26321305172285,,,,,,,,,,,,,,,,,,,,
-1.80355330995321,,1.18558951478503,,,,,,,,,,,,,,,,,,,,
2,,1.18558951478503,,,,,,,,,,,,,,,,,,,,
-1.8034500577569,,1.10796808503489,,,,,,,,,,,,,,,,,,,,
2,,1.18072674819815,,,,,,,,,,,,,,,,,,,,
2,,1.18072674819815,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.25537088937388,,,,,,,,,,,,,,,,,,,,
2,,1.33356693483713,,,,,,,,,,,,,,,,,,,,
2,,1.40503437085894,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.4763808830423,,,,,,,,,,,,,,,,,,,,
2,,1.54766973490824,,,,,,,,,,,,,,,,,,,,
2,,1.62930238796947,,,,,,,,,,,,,,,,,,,,
2,,1.62930238796947,,,,,,,,,,,,,,,,,,,,
2,,1.62930238796947,,,,,,,,,,,,,,,,,,,,
2,,1.62930238796947,,,,,,,,,,,,,,,,,,,,
2,,1.70222447790449,,,,,,,,,,,,,,,,,,,,
2,,1.70222447790449,,,,,,,,,,,,,,,,,,,,
2,,1.77305149648883,,,,,,,,,,,,,,,,,,,,
-1.54470122711956,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.70071065511904,,,,,,,,,,,,,,,,,,,,
2,,1.77241419194225,,,,,,,,,,,,,,,,,,,,
2,,1.77241419194225,,,,,,,,,,,,,,,,,,,,
2,,1.85003772888007,,,,,,,,,,,,,,,,,,,,
2,,1.85003772888007,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
2,,1.92765915863021,,,,,,,,,,,,,,,,,,,,
-1.49014417457283,,1.85643172649607,,,,,,,,,,,,,,,,,,,,
2,,1.85643172649607,,,,,,,,,,,,,,,,,,,,
2,,1.85643172649607,,,,,,,,,,,,,,,,,,,,
2,,1.85643172649607,,,,,,,,,,,,,,,,,,,,
2,,1.85643172649607,,,,,,,,,,,,,,,,,,,,
-1.84859590727389,,1.77788895287824,,,,,,,,,,,,,,,,,,,,
-1.79405410789251,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
2,,1.70045927720696,,,,,,,,,,,,,,,,,,,,
-2,,1.61882662414574,,,,,,,,,,,,,,,,,,,,
2,,1.61882662414574,,,,,,,,,,,,,,,,,,,,
2,,1.61882662414574,,,,,,,,,,,,,,,,,,,,
2,,1.61882662414574,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
2,,1.69116746551553,,,,,,,,,,,,,,,,,,,,
-1.67216723678708,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.61622527700967,,,,,,,,,,,,,,,,,,,,
2,,1.68745270914381,,,,,,,,,,,,,,,,,,,,
2,,1.68745270914381,,,,,,,,,,,,,,,,,,,,
2,,1.68745270914381,,,,,,,,,,,,,,,,,,,,
2,,1.68745270914381,,,,,,,,,,,,,,,,,,,,
2,,1.68745270914381,,,,,,,,,,,,,,,,,,,,
2,,1.76599548276164,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.84342515843292,,,,,,,,,,,,,,,,,,,,
2,,1.92505781149414,,,,,,,,,,,,,,,,,,,,
-1.4970597250849,,1.85368924567608,,,,,,,,,,,,,,,,,,,,
2,,1.85368924567608,,,,,,,,,,,,,,,,,,,,
2,,1.85368924567608,,,,,,,,,,,,,,,,,,,,
2,,1.85368924567608,,,,,,,,,,,,,,,,,,,,
2,,1.85368924567608,,,,,,,,,,,,,,,,,,,,
-1.77242042612433,,1.77670107371436,,,,,,,,,,,,,,,,,,,,
2,,1.77670107371436,,,,,,,,,,,,,,,,,,,,
-1.50917543166578,,1.70508524857832,,,,,,,,,,,,,,,,,,,,
2,,1.70508524857832,,,,,,,,,,,,,,,,,,,,
-1.52034426867366,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.63324148799315,,,,,,,,,,,,,,,,,,,,
2,,1.70818367649901,,,,,,,,,,,,,,,,,,,,
2,,1.70818367649901,,,,,,,,,,,,,,,,,,,,
2,,1.70818367649901,,,,,,,,,,,,,,,,,,,,
2,,1.70818367649901,,,,,,,,,,,,,,,,,,,,
-1.50464406823218,,1.63666032816774,,,,,,,,,,,,,,,,,,,,
2,,1.63666032816774,,,,,,,,,,,,,,,,,,,,
2,,1.63666032816774,,,,,,,,,,,,,,,,,,,,
2,,1.63666032816774,,,,,,,,,,,,,,,,,,,,
2,,1.63666032816774,,,,,,,,,,,,,,,,,,,,
-1.48196847793758,,1.56559974698534,,,,,,,,,,,,,,,,,,,,
2,,1.56559974698534,,,,,,,,,,,,,,,,,,,,
2,,1.56559974698534,,,,,,,,,,,,,,,,,,,,
2,,1.56559974698534,,,,,,,,,,,,,,,,,,,,
-2,,1.48396709392411,,,,,,,,,,,,,,,,,,,,
2,,1.48396709392411,,,,,,,,,,,,,,,,,,,,
-1.50382039730251,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
2,,1.41246055520365,,,,,,,,,,,,,,,,,,,,
-2,,1.40219646796049,,,,,,,,,,,,,,,,,,,,
2,,1.40219646796049,,,,,,,,,,,,,,,,,,,,
2,,1.40219646796049,,,,,,,,,,,,,,,,,,,,
2,,1.40219646796049,,,,,,,,,,,,,,,,,,,,
2,,1.40219646796049,,,,,,,,,,,,,,,,,,,,
2,,1.47918463992221,,,,,,,,,,,,,,,,,,,,
